Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_date,Condition,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Figure,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Isolation_Source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,panel,Platform,ReleaseDate,replicate,Sample Name,sample_type,section,SRA Study,strain,Also_present_in
SRR19211761,AMPLICON,246,69816941,PRJNA838025,SAMN28402404,"Microbe\, viral or environmental",38909906,GLADSTONE INSTITUTES,2021-05,AB_PCR5,public,"sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX15275772,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_18_169,SINGLE,PCR,GENOMIC,Escherichia coli,l,ILLUMINA,2022-07-31T00:00:00Z,5,Main_4_l_AB_PCR5_rep5,Cell Culture,Main,SRP375182,bSLS.114,Main_4bcde_AB_48hr_PCR5_rep5||Main_5d_24+24hr_PCR5_rep5||ED_6a_PCR5_rep5
SRR19211762,AMPLICON,246,14037805,PRJNA838025,SAMN28402403,"Microbe\, viral or environmental",7503519,GLADSTONE INSTITUTES,2021-05,AB_PCR4,public,"fastq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX15275771,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_17_41,SINGLE,PCR,GENOMIC,Escherichia coli,l,ILLUMINA,2022-07-31T00:00:00Z,5,Main_4_l_AB_PCR4_rep5,Cell Culture,Main,SRP375182,bSLS.114,Main_4bcde_AB_48hr_PCR4_rep5||Main_5d_24+24hr_PCR4_rep5||ED_6a_PCR4_rep5
SRR19211763,AMPLICON,246,6136530,PRJNA838025,SAMN28402277,"Microbe\, viral or environmental",3344696,GLADSTONE INSTITUTES,2019-09/2019-12,v35_long_a1a2,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX15275770,1,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_3_49,SINGLE,PCR,GENOMIC,Escherichia coli,f,ILLUMINA,2022-07-31T00:00:00Z,1,Main_1_f_v35_long_a1a2_rep1,Cell Culture,Main,SRP375182,BL21-AI,Main_2bcd_v35_bcA_rep1
SRR19211764,AMPLICON,246,19988078,PRJNA838025,SAMN28402402,"Microbe\, viral or environmental",10623060,GLADSTONE INSTITUTES,2021-05,AB_PCR3,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX15275769,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_17_29,SINGLE,PCR,GENOMIC,Escherichia coli,l,ILLUMINA,2022-07-31T00:00:00Z,5,Main_4_l_AB_PCR3_rep5,Cell Culture,Main,SRP375182,bSLS.114,Main_4bcde_AB_48hr_PCR3_rep5||Main_5d_24+24hr_PCR3_rep5||ED_6a_PCR3_rep5
SRR19211765,AMPLICON,246,18436139,PRJNA838025,SAMN28402401,"Microbe\, viral or environmental",9662640,GLADSTONE INSTITUTES,2021-05,AB_PCR2,public,"fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX15275768,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_17_17,SINGLE,PCR,GENOMIC,Escherichia coli,l,ILLUMINA,2022-07-31T00:00:00Z,5,Main_4_l_AB_PCR2_rep5,Cell Culture,Main,SRP375182,bSLS.114,Main_4bcde_AB_48hr_PCR2_rep5||Main_5d_24+24hr_PCR2_rep5||ED_6a_PCR2_rep5
SRR19211766,AMPLICON,246,14377169,PRJNA838025,SAMN28402400,"Microbe\, viral or environmental",7619264,GLADSTONE INSTITUTES,2021-05,AB_PCR1,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX15275767,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_17_05,SINGLE,PCR,GENOMIC,Escherichia coli,l,ILLUMINA,2022-07-31T00:00:00Z,5,Main_4_l_AB_PCR1_rep5,Cell Culture,Main,SRP375182,bSLS.114,Main_4bcde_AB_48hr_PCR1_rep5||Main_5d_24+24hr_PCR1_rep5||ED_6a_PCR1_rep5
SRR19211767,AMPLICON,246,64216657,PRJNA838025,SAMN28402399,"Microbe\, viral or environmental",36325023,GLADSTONE INSTITUTES,2021-05,AB_PCR5,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX15275766,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_18_165,SINGLE,PCR,GENOMIC,Escherichia coli,l,ILLUMINA,2022-07-31T00:00:00Z,4,Main_4_l_AB_PCR5_rep4,Cell Culture,Main,SRP375182,bSLS.114,Main_4bcde_AB_48hr_PCR5_rep4||Main_5d_24+24hr_PCR5_rep4||ED_6a_PCR5_rep4
SRR19211769,AMPLICON,246,22804353,PRJNA838025,SAMN28402397,"Microbe\, viral or environmental",11957408,GLADSTONE INSTITUTES,2021-05,AB_PCR3,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX15275764,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_17_25,SINGLE,PCR,GENOMIC,Escherichia coli,l,ILLUMINA,2022-07-31T00:00:00Z,4,Main_4_l_AB_PCR3_rep4,Cell Culture,Main,SRP375182,bSLS.114,Main_4bcde_AB_48hr_PCR3_rep4||Main_5d_24+24hr_PCR3_rep4||ED_6a_PCR3_rep4
SRR19211770,AMPLICON,246,18116897,PRJNA838025,SAMN28402396,"Microbe\, viral or environmental",9611916,GLADSTONE INSTITUTES,2021-05,AB_PCR2,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX15275763,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_17_13,SINGLE,PCR,GENOMIC,Escherichia coli,l,ILLUMINA,2022-07-31T00:00:00Z,4,Main_4_l_AB_PCR2_rep4,Cell Culture,Main,SRP375182,bSLS.114,Main_4bcde_AB_48hr_PCR2_rep4||Main_5d_24+24hr_PCR2_rep4||ED_6a_PCR2_rep4
SRR19211771,AMPLICON,246,15718081,PRJNA838025,SAMN28402395,"Microbe\, viral or environmental",8400446,GLADSTONE INSTITUTES,2021-05,AB_PCR1,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX15275762,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_17_01,SINGLE,PCR,GENOMIC,Escherichia coli,l,ILLUMINA,2022-07-31T00:00:00Z,4,Main_4_l_AB_PCR1_rep4,Cell Culture,Main,SRP375182,bSLS.114,Main_4bcde_AB_48hr_PCR1_rep4||Main_5d_24+24hr_PCR1_rep4||ED_6a_PCR1_rep4
SRR19211772,AMPLICON,246,81594323,PRJNA838025,SAMN28402394,"Microbe\, viral or environmental",50257724,GLADSTONE INSTITUTES,2021-04/2021-05,AB_PCR4,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX15275761,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_15_45,SINGLE,PCR,GENOMIC,Escherichia coli,l,ILLUMINA,2022-07-31T00:00:00Z,3,Main_4_l_AB_PCR4_rep3,Cell Culture,Main,SRP375182,bSLS.114,Main_5d_24+24hr_PCR4_rep3||ED_6a_PCR4_rep3
SRR19211773,AMPLICON,246,75212134,PRJNA838025,SAMN28402393,"Microbe\, viral or environmental",46377540,GLADSTONE INSTITUTES,2021-04/2021-05,AB_PCR3,public,"sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX15275760,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_15_33,SINGLE,PCR,GENOMIC,Escherichia coli,l,ILLUMINA,2022-07-31T00:00:00Z,3,Main_4_l_AB_PCR3_rep3,Cell Culture,Main,SRP375182,bSLS.114,Main_5d_24+24hr_PCR3_rep3||ED_6a_PCR3_rep3
SRR19211774,AMPLICON,246,35534531,PRJNA838025,SAMN28402276,"Microbe\, viral or environmental",22082788,GLADSTONE INSTITUTES,2019-12/2020-02,v35_short_a1a2,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX15275759,1,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_4_17,SINGLE,PCR,GENOMIC,Escherichia coli,f,ILLUMINA,2022-07-31T00:00:00Z,5,Main_1_f_v35_short_a1a2_rep5,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211775,AMPLICON,246,79588140,PRJNA838025,SAMN28402392,"Microbe\, viral or environmental",49999069,GLADSTONE INSTITUTES,2021-04/2021-05,AB_PCR2,public,"sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX15275758,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_15_21,SINGLE,PCR,GENOMIC,Escherichia coli,l,ILLUMINA,2022-07-31T00:00:00Z,3,Main_4_l_AB_PCR2_rep3,Cell Culture,Main,SRP375182,bSLS.114,Main_5d_24+24hr_PCR2_rep3||ED_6a_PCR2_rep3
SRR19211776,AMPLICON,246,60201133,PRJNA838025,SAMN28402391,"Microbe\, viral or environmental",37859471,GLADSTONE INSTITUTES,2021-04/2021-05,AB_PCR1,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX15275757,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_15_09,SINGLE,PCR,GENOMIC,Escherichia coli,l,ILLUMINA,2022-07-31T00:00:00Z,3,Main_4_l_AB_PCR1_rep3,Cell Culture,Main,SRP375182,bSLS.114,Main_5d_24+24hr_PCR1_rep3||ED_6a_PCR1_rep3
SRR19211777,AMPLICON,246,52735000,PRJNA838025,SAMN28402390,"Microbe\, viral or environmental",33356675,GLADSTONE INSTITUTES,2021-04/2021-05,AB_PCR4,public,"sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX15275756,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_15_41,SINGLE,PCR,GENOMIC,Escherichia coli,l,ILLUMINA,2022-07-31T00:00:00Z,2,Main_4_l_AB_PCR4_rep2,Cell Culture,Main,SRP375182,bSLS.114,Main_4bcde_AB_48hr_PCR4_rep2||Main_5d_24+24hr_PCR4_rep2||ED_6a_PCR4_rep2
SRR19211778,AMPLICON,246,7607023,PRJNA838025,SAMN28402362,"Microbe\, viral or environmental",3871603,GLADSTONE INSTITUTES,2020-05/2020-06,v35_bcB7,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX15275755,2,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_6_30,SINGLE,PCR,GENOMIC,Escherichia coli,bcd,ILLUMINA,2022-07-31T00:00:00Z,3,Main_2_bcd_v35_bcB7_rep3,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211780,AMPLICON,246,6040308,PRJNA838025,SAMN28402360,"Microbe\, viral or environmental",3104356,GLADSTONE INSTITUTES,2020-05/2020-06,v35_bcB5,public,"fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX15275753,2,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_6_28,SINGLE,PCR,GENOMIC,Escherichia coli,bcd,ILLUMINA,2022-07-31T00:00:00Z,3,Main_2_bcd_v35_bcB5_rep3,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211781,AMPLICON,246,9485748,PRJNA838025,SAMN28402359,"Microbe\, viral or environmental",4833191,GLADSTONE INSTITUTES,2020-05/2020-06,v35_bcB4,public,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX15275752,2,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_6_27,SINGLE,PCR,GENOMIC,Escherichia coli,bcd,ILLUMINA,2022-07-31T00:00:00Z,3,Main_2_bcd_v35_bcB4_rep3,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211782,AMPLICON,246,6952283,PRJNA838025,SAMN28402358,"Microbe\, viral or environmental",3563036,GLADSTONE INSTITUTES,2020-05/2020-06,v35_bcB3,public,"fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX15275751,2,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_6_26,SINGLE,PCR,GENOMIC,Escherichia coli,bcd,ILLUMINA,2022-07-31T00:00:00Z,3,Main_2_bcd_v35_bcB3_rep3,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211783,AMPLICON,246,5492488,PRJNA838025,SAMN28402357,"Microbe\, viral or environmental",2828256,GLADSTONE INSTITUTES,2020-05/2020-06,v35_bcB2,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX15275750,2,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_6_25,SINGLE,PCR,GENOMIC,Escherichia coli,bcd,ILLUMINA,2022-07-31T00:00:00Z,3,Main_2_bcd_v35_bcB2_rep3,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211784,AMPLICON,246,10033055,PRJNA838025,SAMN28402356,"Microbe\, viral or environmental",5194646,GLADSTONE INSTITUTES,2020-05/2020-06,v35_bcB1,public,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX15275749,2,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_6_24,SINGLE,PCR,GENOMIC,Escherichia coli,bcd,ILLUMINA,2022-07-31T00:00:00Z,3,Main_2_bcd_v35_bcB1_rep3,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211785,AMPLICON,246,9261314,PRJNA838025,SAMN28402355,"Microbe\, viral or environmental",4713316,GLADSTONE INSTITUTES,2020-05/2020-06,v35_bcB8,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX15275748,2,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_6_22,SINGLE,PCR,GENOMIC,Escherichia coli,bcd,ILLUMINA,2022-07-31T00:00:00Z,2,Main_2_bcd_v35_bcB8_rep2,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211786,AMPLICON,246,6426450,PRJNA838025,SAMN28402354,"Microbe\, viral or environmental",3330873,GLADSTONE INSTITUTES,2020-05/2020-06,v35_bcB7,public,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX15275747,2,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_6_21,SINGLE,PCR,GENOMIC,Escherichia coli,bcd,ILLUMINA,2022-07-31T00:00:00Z,2,Main_2_bcd_v35_bcB7_rep2,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211787,AMPLICON,246,7805624,PRJNA838025,SAMN28402353,"Microbe\, viral or environmental",3968623,GLADSTONE INSTITUTES,2020-05/2020-06,v35_bcB6,public,"sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX15275746,2,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_6_20,SINGLE,PCR,GENOMIC,Escherichia coli,bcd,ILLUMINA,2022-07-31T00:00:00Z,2,Main_2_bcd_v35_bcB6_rep2,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211788,AMPLICON,246,57438385,PRJNA838025,SAMN28402272,"Microbe\, viral or environmental",31236332,GLADSTONE INSTITUTES,2017-07/2017-08,v35+RT,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX15275745,1,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,MS54_S17,SINGLE,PCR,GENOMIC,Escherichia coli,e,ILLUMINA,2022-07-31T00:00:00Z,3,Main_1_e_v35+RT_rep3,Cell Culture,Main,SRP375182,BL21-AI,Main_1f_v35_short_a1a2_rep3
SRR19211789,AMPLICON,246,6596489,PRJNA838025,SAMN28402352,"Microbe\, viral or environmental",3435012,GLADSTONE INSTITUTES,2020-05/2020-06,v35_bcB5,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX15275744,2,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_6_19,SINGLE,PCR,GENOMIC,Escherichia coli,bcd,ILLUMINA,2022-07-31T00:00:00Z,2,Main_2_bcd_v35_bcB5_rep2,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211790,AMPLICON,246,6106160,PRJNA838025,SAMN28402351,"Microbe\, viral or environmental",3188889,GLADSTONE INSTITUTES,2020-05/2020-06,v35_bcB4,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX15275743,2,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_6_18,SINGLE,PCR,GENOMIC,Escherichia coli,bcd,ILLUMINA,2022-07-31T00:00:00Z,2,Main_2_bcd_v35_bcB4_rep2,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211791,AMPLICON,246,6246180,PRJNA838025,SAMN28402350,"Microbe\, viral or environmental",3224182,GLADSTONE INSTITUTES,2020-05/2020-06,v35_bcB3,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX15275742,2,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_6_17,SINGLE,PCR,GENOMIC,Escherichia coli,bcd,ILLUMINA,2022-07-31T00:00:00Z,2,Main_2_bcd_v35_bcB3_rep2,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211792,AMPLICON,246,8072062,PRJNA838025,SAMN28402349,"Microbe\, viral or environmental",4145112,GLADSTONE INSTITUTES,2020-05/2020-06,v35_bcB2,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX15275741,2,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_6_16,SINGLE,PCR,GENOMIC,Escherichia coli,bcd,ILLUMINA,2022-07-31T00:00:00Z,2,Main_2_bcd_v35_bcB2_rep2,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211793,AMPLICON,246,7072010,PRJNA838025,SAMN28402348,"Microbe\, viral or environmental",3711036,GLADSTONE INSTITUTES,2020-05/2020-06,v35_bcB1,public,"sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX15275740,2,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_6_15,SINGLE,PCR,GENOMIC,Escherichia coli,bcd,ILLUMINA,2022-07-31T00:00:00Z,2,Main_2_bcd_v35_bcB1_rep2,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211794,AMPLICON,246,9597010,PRJNA838025,SAMN28402347,"Microbe\, viral or environmental",5505157,GLADSTONE INSTITUTES,2019-09/2019-12,v35_bcB8,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX15275739,2,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_3_44,SINGLE,PCR,GENOMIC,Escherichia coli,bcd,ILLUMINA,2022-07-31T00:00:00Z,1,Main_2_bcd_v35_bcB8_rep1,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211795,AMPLICON,246,9536836,PRJNA838025,SAMN28402346,"Microbe\, viral or environmental",5183275,GLADSTONE INSTITUTES,2019-09/2019-12,v35_bcB7,public,"fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX15275738,2,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_3_43,SINGLE,PCR,GENOMIC,Escherichia coli,bcd,ILLUMINA,2022-07-31T00:00:00Z,1,Main_2_bcd_v35_bcB7_rep1,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211796,AMPLICON,246,10143235,PRJNA838025,SAMN28402345,"Microbe\, viral or environmental",5478939,GLADSTONE INSTITUTES,2019-09/2019-12,v35_bcB6,public,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX15275737,2,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_3_42,SINGLE,PCR,GENOMIC,Escherichia coli,bcd,ILLUMINA,2022-07-31T00:00:00Z,1,Main_2_bcd_v35_bcB6_rep1,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211797,AMPLICON,246,2654321,PRJNA838025,SAMN28402344,"Microbe\, viral or environmental",1503398,GLADSTONE INSTITUTES,2019-09/2019-12,v35_bcB5,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX15275736,2,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_3_41,SINGLE,PCR,GENOMIC,Escherichia coli,bcd,ILLUMINA,2022-07-31T00:00:00Z,1,Main_2_bcd_v35_bcB5_rep1,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211798,AMPLICON,246,4773652,PRJNA838025,SAMN28402343,"Microbe\, viral or environmental",2610300,GLADSTONE INSTITUTES,2019-09/2019-12,v35_bcB4,public,"sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX15275735,2,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_3_40,SINGLE,PCR,GENOMIC,Escherichia coli,bcd,ILLUMINA,2022-07-31T00:00:00Z,1,Main_2_bcd_v35_bcB4_rep1,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211799,AMPLICON,246,51790852,PRJNA838025,SAMN28402271,"Microbe\, viral or environmental",28094112,GLADSTONE INSTITUTES,2017-07/2017-08,v35+RT,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX15275734,1,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,MS54_S16,SINGLE,PCR,GENOMIC,Escherichia coli,e,ILLUMINA,2022-07-31T00:00:00Z,2,Main_1_e_v35+RT_rep2,Cell Culture,Main,SRP375182,BL21-AI,Main_1f_v35_short_a1a2_rep2
SRR19211800,AMPLICON,246,572413,PRJNA838025,SAMN28402342,"Microbe\, viral or environmental",407299,GLADSTONE INSTITUTES,2019-09/2019-12,v35_bcB3,public,"fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX15275733,2,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_3_39,SINGLE,PCR,GENOMIC,Escherichia coli,bcd,ILLUMINA,2022-07-31T00:00:00Z,1,Main_2_bcd_v35_bcB3_rep1,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211801,AMPLICON,246,9837942,PRJNA838025,SAMN28402341,"Microbe\, viral or environmental",5490537,GLADSTONE INSTITUTES,2019-09/2019-12,v35_bcB2,public,"sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX15275732,2,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_3_38,SINGLE,PCR,GENOMIC,Escherichia coli,bcd,ILLUMINA,2022-07-31T00:00:00Z,1,Main_2_bcd_v35_bcB2_rep1,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211803,AMPLICON,246,8779739,PRJNA838025,SAMN28402339,"Microbe\, viral or environmental",4485319,GLADSTONE INSTITUTES,2020-08/2020-10,v35_dRT,public,"fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX15275730,2,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_9_03,SINGLE,PCR,GENOMIC,Escherichia coli,bcd,ILLUMINA,2022-07-31T00:00:00Z,3,Main_2_bcd_v35_dRT_rep3,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211804,AMPLICON,246,9542834,PRJNA838025,SAMN28402338,"Microbe\, viral or environmental",4853221,GLADSTONE INSTITUTES,2020-08/2020-10,v35_dRT,public,"sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX15275729,2,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_9_02,SINGLE,PCR,GENOMIC,Escherichia coli,bcd,ILLUMINA,2022-07-31T00:00:00Z,2,Main_2_bcd_v35_dRT_rep2,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211805,AMPLICON,246,41973767,PRJNA838025,SAMN28402533,"Microbe\, viral or environmental",20954187,GLADSTONE INSTITUTES,2022-01/2022-02,day0_PCR4,public,"sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX15275728,7,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_30_51,SINGLE,PCR,GENOMIC,Escherichia coli,abcd,ILLUMINA,2022-07-31T00:00:00Z,1,ED_7_abcd_day0_PCR4_rep1,Cell Culture,ED,SRP375182,bSLS.114,
SRR19211806,AMPLICON,246,25204801,PRJNA838025,SAMN28402290,"Microbe\, viral or environmental",12912860,GLADSTONE INSTITUTES,2020-06/2020-07,part_1_hr3,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX15275727,1,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_7_SBK_02,SINGLE,PCR,GENOMIC,Escherichia coli,ghi,ILLUMINA,2022-07-31T00:00:00Z,2,Main_1_ghi_part_1_hr3_rep2,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211807,AMPLICON,246,39710240,PRJNA838025,SAMN28402532,"Microbe\, viral or environmental",19778229,GLADSTONE INSTITUTES,2022-01/2022-02,day0_PCR3,public,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX15275726,7,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_30_50,SINGLE,PCR,GENOMIC,Escherichia coli,abcd,ILLUMINA,2022-07-31T00:00:00Z,1,ED_7_abcd_day0_PCR3_rep1,Cell Culture,ED,SRP375182,bSLS.114,
SRR19211808,AMPLICON,246,44553232,PRJNA838025,SAMN28402531,"Microbe\, viral or environmental",22195845,GLADSTONE INSTITUTES,2022-01/2022-02,day0_PCR2,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX15275725,7,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_30_49,SINGLE,PCR,GENOMIC,Escherichia coli,abcd,ILLUMINA,2022-07-31T00:00:00Z,1,ED_7_abcd_day0_PCR2_rep1,Cell Culture,ED,SRP375182,bSLS.114,
SRR19211809,AMPLICON,246,67938396,PRJNA838025,SAMN28402530,"Microbe\, viral or environmental",43976868,GLADSTONE INSTITUTES,2022-01/2022-02,day0_PCR1,public,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX15275724,7,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_29_57,SINGLE,PCR,GENOMIC,Escherichia coli,abcd,ILLUMINA,2022-07-31T00:00:00Z,1,ED_7_abcd_day0_PCR1_rep1,Cell Culture,ED,SRP375182,bSLS.114,
SRR19211811,AMPLICON,246,225374820,PRJNA838025,SAMN28402528,"Microbe\, viral or environmental",135223743,GLADSTONE INSTITUTES,2021-12,48+48hr,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX15275722,5,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_27_08,SINGLE,PCR,GENOMIC,Escherichia coli,d,ILLUMINA,2022-07-31T00:00:00Z,2,Main_5_d_48+48hr_rep2,Cell Culture,Main,SRP375182,bSLS.114,
